id,title,credits,download_icon0,download_icon0_mirror,download_url,download_url_mirror,download_readme,download_readme_mirror,download_src,download_src_mirror,time_added,config_type,options,type,depends,visible
ZELDAOLB1,Zelda: Oni Link Begins,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/ZeldaOLB/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZELDAOLB1_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=265,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZELDAOLB1.vpk,None,None,https://github.com/Rinnegatamante/ZeldaOLB.git,None,1588341865,None,None,VPK,None,True
ZELDANSQ1,ZeldaNSQ,usineur,https://raw.githubusercontent.com/usineur/ZeldaNSQ/vita/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZELDANSQ1_icon0.png,https://github.com/usineur/ZeldaNSQ/releases/download/1.1.1/ZeldaNSQ.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZELDANSQ1.vpk,https://raw.githubusercontent.com/usineur/ZeldaNSQ/vita/README.md,None,https://github.com/usineur/ZeldaNSQ.git,None,1588341864,None,None,VPK,None,True
CHOC66666,Chocolate Doom,fgsfds,https://raw.githubusercontent.com/fgsfdsfgs/chocolate-doom/master/vita/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CHOC66666_icon0.png,https://github.com/fgsfdsfgs/chocolate-doom/releases/download/chocolate-doom-3.0.0-vita-2/ChocolateDoom_r2.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CHOC66666.vpk,https://raw.githubusercontent.com/fgsfdsfgs/chocolate-doom/master/README.md,None,https://github.com/fgsfdsfgs/chocolate-doom.git,None,1588341863,None,None,VPK,69ec5ff,True
ADRBBLINS,AdrBubbleBooter Installer,Leecherman,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ADRBBLINS_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ADRBBLINS.vpk,None,None,None,None,None,1588341860,None,None,VPK,None,True
SAVEMGR00,Save Manager,d3m3vilurr,https://raw.githubusercontent.com/d3m3vilurr/vita-savemgr/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SAVEMGR00_icon0.png,https://github.com/d3m3vilurr/vita-savemgr/releases/download/nightly/savemgr.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SAVEMGR00.vpk,https://raw.githubusercontent.com/d3m3vilurr/vita-savemgr/master/README.md,None,https://github.com/d3m3vilurr/vita-savemgr.git,None,1588341859,None,None,VPK,None,True
HBINJECT0,HBInjector,emiyl,https://raw.githubusercontent.com/emiyl/HBInjector/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HBINJECT0_icon0.png,https://github.com/emiyl/HBInjector/releases/download/v1.2.6/HBInjector.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HBINJECT0.vpk,https://raw.githubusercontent.com/emiyl/HBInjector/master/README.md,None,https://github.com/emiyl/HBInjector.git,None,1588341858,None,None,VPK,None,True
THHM00001,Vita Hangman - Touhou Edition,Aurora & Jackiepooh & Rinnegatamante,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/THHM00001_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=379,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/THHM00001.vpk,None,None,None,None,1588341857,None,None,VPK,None,True
ABCD12345_03,Flappy Bird Vita,Moe_Baker,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_03_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345_03.vpk,None,None,None,None,None,1588341854,None,None,VPK,None,True
QUAKE0002,vitaQuakeII,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaQuakeII/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/QUAKE0002_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=278,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/QUAKE0002.vpk,None,None,https://github.com/Rinnegatamante/vitaQuakeII.git,None,1588341853,None,None,VPK,f3e3104d,True
BTMR12345,Beat Master,LuckTheGamers,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BTMR12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BTMR12345.vpk,None,None,None,None,None,1588341852,None,None,VPK,None,True
ACTIVAMLT,MLTactivator,MiraLaTijera & Draqen,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ACTIVAMLT_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ACTIVAMLT.vpk,None,None,None,None,None,1588341851,None,None,VPK,None,True
VITAPONG0,Pong,NamelessGhoul0,https://raw.githubusercontent.com/NamelessGhoul0/VitaPong/master/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITAPONG0_icon0.png,https://github.com/NamelessGhoul0/VitaPong/releases/download/v1.10/Pong.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITAPONG0.vpk,https://raw.githubusercontent.com/NamelessGhoul0/VitaPong/master/README.md,None,https://github.com/NamelessGhoul0/VitaPong.git,None,1588341850,None,None,VPK,None,True
DOOM00666,Vita Doom,MrNetrix & aagallag,https://raw.githubusercontent.com/aagallag/Vita_Doom/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DOOM00666_icon0.png,https://github.com/aagallag/Vita_Doom/releases/download/aagallag_v1.1/Vita_Doom.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DOOM00666.vpk,https://raw.githubusercontent.com/aagallag/Vita_Doom/master/Readme.txt,None,https://github.com/aagallag/Vita_Doom.git,None,1588341849,None,None,VPK,None,True
CHIP00001,MicroCHIP,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/MicroCHIP/master/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CHIP00001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=337,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CHIP00001.vpk,None,None,https://github.com/Rinnegatamante/MicroCHIP.git,None,1588341848,None,None,VPK,None,True
VID000016,VITAident,joel16,https://raw.githubusercontent.com/joel16/VITAident/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VID000016_icon0.png,https://github.com/joel16/VITAident/releases/download/0.7.4/VITAident.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VID000016.vpk,https://raw.githubusercontent.com/joel16/VITAident/master/README.md,None,https://github.com/joel16/VITAident.git,None,1588341847,None,None,VPK,None,True
ABBAYEDMO,Abbaye Des Morts,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/AbbayeDesMorts-Vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABBAYEDMO_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=359,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABBAYEDMO.vpk,None,None,https://github.com/Rinnegatamante/AbbayeDesMorts-Vita.git,None,1588341845,None,None,VPK,None,True
ARKSPCLNK,PC Link [0.8b],Arkanite,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ARKSPCLNK_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ARKSPCLNK.vpk,None,None,None,None,None,1588341844,None,None,VPK,None,True
CHAI00001,chain,svennd,https://raw.githubusercontent.com/svennd/vita-chain/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CHAI00001_icon0.png,https://github.com/svennd/vita-chain/releases/download/0.2/chain.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CHAI00001.vpk,https://raw.githubusercontent.com/svennd/vita-chain/master/README.md,None,https://github.com/svennd/vita-chain.git,None,1588341843,None,None,VPK,None,True
ZBND00001,Zombiebound,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZBND00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZBND00001.vpk,None,None,None,None,None,1588341842,None,None,VPK,None,True
LBRN00001,Labyrinth 3D,Rinnegatamante,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LBRN00001_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=198,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LBRN00001.vpk,None,None,None,None,1588341841,None,None,VPK,None,True
VTGO00001,Vitamon GO,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VTGO00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VTGO00001.vpk,None,None,None,None,None,1588341840,None,None,VPK,None,True
VID000162,VITAident GUI,joel16,https://raw.githubusercontent.com/joel16/VITAident/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VID000162_icon0.png,https://github.com/joel16/VITAident/releases/download/0.7.4/VITAident_GUI.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VID000162.vpk,https://raw.githubusercontent.com/joel16/VITAident/master/README.md,None,https://github.com/joel16/VITAident.git,None,1588341839,None,None,VPK,None,True
A3A400001,Cookie Clicker,Creckeryop,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/A3A400001_icon0.png,None,https://github.com/Creckeryop/CookieClicker-Vita/releases/download/0.2/Cookie.Clicker.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/A3A400001.vpk,https://raw.githubusercontent.com/Creckeryop/CookieClicker-Vita/master/README.md,None,https://github.com/Creckeryop/CookieClicker-Vita.git,None,1588341838,None,None,VPK,None,True
SVEW00001,SwitchView,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SVEW00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SVEW00001.vpk,None,None,None,None,None,1588341837,None,None,VPK,None,True
OPENTITUS,OpenTitus,usineur,https://raw.githubusercontent.com/usineur/opentitus/vita/vita/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/OPENTITUS_icon0.png,https://github.com/usineur/opentitus/releases/download/1.0/Titus.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/OPENTITUS.vpk,https://raw.githubusercontent.com/usineur/opentitus/vita/README.md,None,https://github.com/usineur/opentitus.git,None,1588341836,None,None,VPK,None,True
OPENTITUS_01,OpenTitus,usineur,https://raw.githubusercontent.com/usineur/opentitus/vita/vita/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/OPENTITUS_01_icon0.png,https://github.com/usineur/opentitus/releases/download/1.0/Moktar.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/OPENTITUS_01.vpk,https://raw.githubusercontent.com/usineur/opentitus/vita/README.md,None,https://github.com/usineur/opentitus.git,None,1588341835,None,None,VPK,None,True
CTJ300001,Crazy Traffic Jam 3D,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CTJ300001_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=292,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CTJ300001.vpk,None,None,None,None,1588341834,None,None,VPK,None,True
PCM300001,Pro Camera Vita,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PCM300001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PCM300001.vpk,None,None,None,None,None,1588341833,None,None,VPK,None,True
DBMA00001,Database Manager,Deltaclock,https://raw.githubusercontent.com/deltaclock/Database-Manager/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DBMA00001_icon0.png,https://github.com/deltaclock/Database-Manager/releases/download/v1.20/Database.Manager.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DBMA00001.vpk,https://raw.githubusercontent.com/deltaclock/Database-Manager/master/README.md,None,https://github.com/deltaclock/Database-Manager.git,None,1588341832,None,None,VPK,None,True
VHWT00001,Vita Hardware Test,ifrit05,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VHWT00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VHWT00001.vpk,None,None,None,None,None,1588341831,None,None,VPK,None,True
VITABROT1,Mandelbrot Explorer,Imroy,https://raw.githubusercontent.com/Imroy/VitaBrot/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITABROT1_icon0.png,https://github.com/Imroy/VitaBrot/releases/download/v0.1/VitaBrot.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITABROT1.vpk,https://raw.githubusercontent.com/Imroy/VitaBrot/master/README.mediawiki,None,https://github.com/Imroy/VitaBrot.git,None,1588341830,None,None,VPK,None,True
BIRD00000,flappybird,yukkurisinai,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BIRD00000.vpk,None,None,None,https://github.com/yukkurisinai/vita-flappybird.git,None,1588341829,None,None,VPK,None,True
DRSS00001,DeathRun Test,Vektast,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DRSS00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DRSS00001.vpk,None,None,None,None,None,1588341828,None,None,VPK,None,True
FLDT00001,Flood It!,notnotme,https://raw.githubusercontent.com/notnotme/NotEngine_PSV/master/floodit/vpk/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FLDT00001_icon0.png,https://github.com/notnotme/NotEngine_PSV/releases/download/11.17.2016/floodit.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FLDT00001.vpk,https://raw.githubusercontent.com/notnotme/NotEngine_PSV/master/README.md,None,https://github.com/notnotme/NotEngine_PSV.git,None,1588341827,None,None,VPK,None,True
ZXGQ00003,GoHAN,OneRice07,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZXGQ00003_icon0.png,None,https://github.com/OneRice07/GoHAN/releases/download/v2.10/GoHAN_2.10.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZXGQ00003.vpk,https://raw.githubusercontent.com/OneRice07/GoHAN/master/README.md,None,None,https://github.com/OneRice07/GoHAN.git,1588341826,None,None,VPK,None,True
XYZZ00003,idu-mode,xyzz,None,None,https://github.com/xyzz/vita-idu/releases/download/1.0/idu-mode.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/XYZZ00003.vpk,None,None,https://github.com/xyzz/vita-idu.git,None,1588341825,None,None,VPK,None,True
SDLLOPAN0,SDLLopan,nop90,https://raw.githubusercontent.com/nop90-PSVITA/SDLLopan-VITA/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SDLLOPAN0_icon0.png,https://github.com/nop90-PSVITA/SDLLopan-VITA/releases/download/v1.0/SDLLopan.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SDLLOPAN0.vpk,None,None,https://github.com/nop90-PSVITA/SDLLopan-VITA.git,None,1588341824,None,None,VPK,None,True
CXZV00001,Vita Font Installer,cxziaho,https://raw.githubusercontent.com/cxziaho/fontInstaller/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CXZV00001_icon0.png,https://github.com/cxziaho/fontInstaller/releases/download/1.0/fontInstaller.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CXZV00001.vpk,https://raw.githubusercontent.com/cxziaho/fontInstaller/master/README.md,None,https://github.com/cxziaho/fontInstaller.git,None,1588341823,None,None,VPK,None,True
MLCL00002,offlineInstaller,xyzz,https://raw.githubusercontent.com/henkaku/offline-installer/master/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MLCL00002_icon0.png,https://github.com/henkaku/offline-installer/releases/download/1.0/offlineInstaller.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MLCL00002.vpk,https://raw.githubusercontent.com/henkaku/offline-installer/master/README.md,None,https://github.com/henkaku/offline-installer.git,None,1588341822,None,None,VPK,None,True
NOTE00001,Notepad Vita,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NOTE00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NOTE00001.vpk,None,None,None,None,None,1588341821,None,None,VPK,None,True
DAKR00001,Game Shrinker,Dakor,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DAKR00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DAKR00001.vpk,None,None,None,None,None,1588341820,None,None,VPK,None,True
HANG00001,VitaHangman,Jackiepooh & Rinnegatamante,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HANG00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HANG00001.vpk,None,None,None,None,None,1588341819,None,None,VPK,None,True
AMTR01693,Another Metroid 2 Remake,Greaterchimera,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/AMTR01693_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/AMTR01693.vpk,None,None,None,None,None,1588341818,None,None,VPK,None,True
MFFT00016,Vita Microphone FFT,pyroesp,https://raw.githubusercontent.com/pyroesp/vitaFFT/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MFFT00016_icon0.png,https://github.com/pyroesp/vitaFFT/releases/download/v0.1.6/VitaFFT.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MFFT00016.vpk,https://raw.githubusercontent.com/pyroesp/vitaFFT/master/README.md,None,https://github.com/pyroesp/vitaFFT.git,None,1588341816,None,None,VPK,None,True
VOID00001,projectvoid_v0.1.0,Akabane87,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VOID00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VOID00001.vpk,None,None,None,None,None,1588341815,None,None,VPK,None,True
VREC00001,Voice Recorder,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VREC00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VREC00001.vpk,None,None,None,None,None,1588341814,None,None,VPK,None,True
PKGI00000,PKGi,mmozeiko,https://raw.githubusercontent.com/mmozeiko/pkgi/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PKGI00000_icon0.png,https://github.com/mmozeiko/pkgi/releases/download/v0.05/pkgi-v0.05.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PKGI00000.vpk,https://raw.githubusercontent.com/mmozeiko/pkgi/master/README.md,None,https://github.com/mmozeiko/pkgi.git,None,1588341813,None,None,VPK,None,True
CFFVNPGAW,GirlsAreWeird,10TR!LL!ON Percent%,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CFFVNPGAW_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CFFVNPGAW.vpk,None,None,None,None,None,1588341812,None,None,VPK,None,True
VITADL999,VitaDL,Voxel,https://raw.githubusercontent.com/Voxel9/VitaDL/master/resource/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITADL999_icon0.png,https://github.com/Voxel9/VitaDL/releases/download/v0.1/VitaDL.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITADL999.vpk,None,None,https://github.com/Voxel9/VitaDL.git,None,1588341811,None,None,VPK,None,True
MAIM00001_01,MaiDumpTool,BeniYukiMai,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MAIM00001_01_icon0.png,None,https://github.com/BeniYukiMai/MaiDumpTool/releases/download/V233.2zEx/MaiDumpTool_V233.2zEx.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MAIM00001_01.vpk,https://raw.githubusercontent.com/BeniYukiMai/MaiDumpTool/master/README.md,None,https://github.com/BeniYukiMai/MaiDumpTool.git,None,1588341810,None,None,VPK,None,True
PICKRV016,Pickr VITA,joel16,https://raw.githubusercontent.com/joel16/PickrVITA/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PICKRV016_icon0.png,https://github.com/joel16/PickrVITA/releases/download/1.1/PickrVITA.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PICKRV016.vpk,https://raw.githubusercontent.com/joel16/PickrVITA/master/README.md,None,https://github.com/joel16/PickrVITA.git,None,1588341809,None,None,VPK,None,True
VITABOOKS,VitaBooks,BenMitnick,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITABOOKS_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITABOOKS.vpk,None,None,None,None,None,1588341808,None,None,VPK,None,True
ARKSPSPHB,PSP Homebrew Browser,Arkanite,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ARKSPSPHB_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ARKSPSPHB.vpk,None,None,None,None,None,1588341807,None,None,VPK,None,True
EUCLIOD01,EUCLIOD,HexZyle & Rinnegatamante,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/EUCLIOD01_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=263,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/EUCLIOD01.vpk,None,None,None,None,1588341806,None,None,VPK,None,True
CARDUNLOK,CardUnlock,cnsldv,https://raw.githubusercontent.com/cnsldv/CardUnlock/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CARDUNLOK_icon0.png,https://github.com/cnsldv/CardUnlock/releases/download/v1.0/CardUnlock.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CARDUNLOK.vpk,https://raw.githubusercontent.com/cnsldv/CardUnlock/master/README.md,None,https://github.com/cnsldv/CardUnlock.git,None,1588341805,None,None,VPK,None,True
ABLK00001,AntiBlacklist,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/AntiBlacklist/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABLK00001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=11,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABLK00001.vpk,None,None,https://github.com/Rinnegatamante/AntiBlacklist.git,None,1588341804,None,None,VPK,None,True
MIMP00001,Media Importer,cnsldv,https://raw.githubusercontent.com/cnsldv/MediaImporter/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MIMP00001_icon0.png,https://github.com/cnsldv/MediaImporter/releases/download/v0.91/MediaImporter.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MIMP00001.vpk,https://raw.githubusercontent.com/cnsldv/MediaImporter/master/README.md,None,https://github.com/cnsldv/MediaImporter.git,None,1588341803,None,None,VPK,None,True
VID000163,VITA Net Check,joel16,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VID000163_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VID000163.vpk,None,None,None,None,None,1588341802,None,None,VPK,None,True
HACKINFOR,HackInformer,HackInformer Staff,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HACKINFOR_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HACKINFOR.vpk,None,None,None,None,None,1588341801,None,None,VPK,None,True
STEM00001,StemLoader,Voxel,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/STEM00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/STEM00001.vpk,None,None,None,https://github.com/Voxel9/Stem-Loader.git,None,1588341800,None,None,VPK,None,True
RPG100001,Galactic Federation,thesuicidalrobot,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RPG100001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RPG100001.vpk,None,None,None,None,None,1588341799,None,None,VPK,None,True
ARKSNPAD0,Notepad++,Arkanite,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ARKSNPAD0_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ARKSNPAD0.vpk,None,None,None,None,None,1588341798,None,None,VPK,None,True
VTCD00001,VitaCord,devingDev,https://raw.githubusercontent.com/devingDev/VitaCord/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VTCD00001_icon0.png,https://github.com/devingDev/VitaCord/releases/download/1.5fix1/vita_cord.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VTCD00001.vpk,https://raw.githubusercontent.com/devingDev/VitaCord/master/README.MD,None,https://github.com/devingDev/VitaCord.git,None,1588341797,None,None,VPK,None,True
EPSPINSTA,ePSP Bubble Installer by CelesteBlue,CelesteBlue,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/EPSPINSTA_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/EPSPINSTA.vpk,None,None,None,None,None,1588341796,None,None,VPK,None,True
STFD00001,Starfield Vita,gnmmarechal,https://raw.githubusercontent.com/gnmmarechal/starfield-vita/master/lpp-builder/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/STFD00001_icon0.png,https://github.com/gnmmarechal/starfield-vita/releases/download/v0.2/Starfield-Vita-v0.2.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/STFD00001.vpk,https://raw.githubusercontent.com/gnmmarechal/starfield-vita/master/README.md,None,https://github.com/gnmmarechal/starfield-vita.git,None,1588341795,None,None,VPK,None,True
